wav,txt2,phone2
chinese003080,进 行 中 心 与 发 卡 银 行 及 商 户 的 联 网 调 试 。,jin4 xing2 zhong1 xin1 yu3 fa1 ka3 yin2 hang2 ji2 shang1 hu4 de5 lian2 wang3 tiao2 shi4 。
chinese003081,短 信 方 便 又 省 广 告 印 刷 费 ， 成 了 蓝 绿 参 选 人 都 爱 用 的 助 选 奇 兵 。,duan3 xin4 fang1 bian4 you4 sheng2 guang3 gao4 yin4 shua1 fei4 ， cheng2 le5 lan2 lv4 can1 xuan3 ren2 dou1 ai4 yong4 de5 zhu4 xuan3 qi2 bing1 。
chinese003082,此 外 ， 幺 幺 九 、 幺 二 零 和 幺 二 二 等 电 话 也 能 打 通 。,ci3 wai4 ， yao1 yao1 jiu3 、 yao1 er4 ling2 he2 yao1 er4 er4 deng3 dian4 hua4 ye3 neng2 da3 tong1 。
chinese003083,是 微 软 公 司 董 事 长 呀 。,shi4 wei1 ruan3 gong1 si1 dong3 shi4 zhang3 ya5 。
chinese003084,翁 振 杰 的 确 是 一 个 资 本 能 人 。,weng1 zhen4 jie2 di2 que4 shi4 yi2 ge5 zi1 ben3 neng2 ren2 。
chinese003085,等 我 老 了 也 许 会 去 跳 吧 。,deng2 wo2 lao3 le5 ye2 xu3 hui4 qu4 tiao4 ba5 。
chinese003086,美 甲 摊 摊 主 小 朱 追 了 上 去 ， 将 嫌 犯 施 某 某 抓 住 。,mei2 jia3 tan1 tan1 zhu2 xiao3 zhu1 zhui1 le5 shang4 qu4 ， jiang1 xian2 fan4 shi1 mou2 mou3 zhua1 zhu4 。
chinese003087,她 目 前 虽 需 医 疗 人 员 照 顾 ， 但 身 体 仍 然 硬 朗 。,ta1 mu4 qian2 sui1 xu1 yi1 liao2 ren2 yuan2 zhao4 gu5 ， dan4 shen1 ti3 reng2 ran2 ying4 lang3 。
chinese003088,拉 萨 市 政 协 副 主 席 拉 宗 卓 嘎 提 到 一 个 细 节 。,la1 sa4 shi4 zheng4 xie2 fu4 zhu3 xi2 la1 zong1 zhuo2 ga1 ti2 dao4 yi2 ge4 xi4 jie2 。
chinese003089,我 想 请 你 滚 出 去 。,wo2 xiang3 qing2 ni2 gun3 chu1 qu4 。
chinese003090,久 而 久 之 ， 罗 亚 平 养 成 了 胆 大 泼 辣 、 专 横 霸 道 、 为 所 欲 为 的 性 格 。,jiu3 er2 jiu3 zhi1 ， luo2 ya4 ping2 yang3 cheng2 le5 dan3 da4 po1 la4 、 zhuan1 heng4 ba4 dao4 、 wei2 suo3 yu4 wei2 de5 xing4 ge2 。
chinese003091,部 分 沿 线 列 车 受 事 故 影 响 而 晚 点 。,bu4 fen5 yan2 xian4 lie4 che1 shou4 shi4 gu4 ying2 xiang3 er2 wan2 dian3 。
chinese003092,赣 鄱 大 地 再 次 迎 来 了 雨 雪 交 加 的 寒 冷 天 气 。,gan4 po2 da4 di4 zai4 ci4 ying2 lai2 le5 yu2 xue3 jiao1 jia1 de5 han2 leng3 tian1 qi4 。
chinese003093,杨 泓 介 绍 ， 中 国 古 代 历 史 上 有 灭 佛 运 动 和 佛 像 痤 埋 制 度 。,yang2 hong2 jie4 shao4 ， zhong1 guo2 gu3 dai4 li4 shi3 shang5 you3 mie4 fo2 yun4 dong4 he2 fo2 xiang4 cuo2 mai2 zhi4 du4 。
chinese003094,特 朗 普 为 制 片 人 并 担 任 嘉 宾 。,te4 lang2 pu3 wei2 zhi4 pian4 ren2 bing4 dan1 ren4 jia1 bin1 。
chinese003095,失 恋 的 人 特 别 喜 欢 往 人 烟 罕 至 的 角 落 里 钻 。,shi1 lian4 de5 ren2 te4 bie2 xi3 huan1 wang3 ren2 yan1 han3 zhi4 de5 jiao3 luo4 li3 zuan1 。
chinese003096,铁 匠 在 给 战 马 钉 掌 时 ， 因 缺 少 几 颗 钉 子 ， 有 一 只 马 掌 没 有 钉 牢 。,tie3 jiang4 zai4 gei3 zhan4 ma3 ding4 zhang3 shi2 ， yin1 que1 shao2 ji3 ke1 ding1 zi5 ， you3 yi4 zhi1 ma2 zhang3 mei2 you3 ding4 lao2 。
chinese003097,李 福 根 与 两 岁 的 幼 儿 尚 未 寻 获 ， 但 生 还 机 会 极 其 渺 小 。,li3 fu2 gen1 yu2 liang3 sui4 de5 you4 er2 shang4 wei4 xun2 huo4 ， dan4 sheng1 huan2 ji1 hui4 ji2 qi2 miao2 xiao3 。
chinese003098,昨 日 ， 渝 中 区 大 坪 一 废 品 收 购 站 里 ， 旧 酒 瓶 被 打 捆 包 装 在 一 起 。,zuo2 ri4 ， yu2 zhong1 qu1 da4 ping2 yi2 fei4 pin3 shou1 gou4 zhan4 li3 ， jiu4 jiu3 ping2 bei4 da2 kun3 bao1 zhuang1 zai4 yi4 qi3 。
chinese003099,下 午 第 一 个 讲 演 主 题 是 儿 童 职 业 体 验 馆 。,xia4 wu3 di4 yi1 ge5 jiang2 yan2 zhu3 ti2 shi4 er2 tong2 zhi2 ye4 ti3 yan4 guan3 。
chinese003100,如 若 有 人 反 其 道 而 行 之 ， 倒 是 有 教 唆 犯 罪 的 嫌 疑 。,ru2 ruo4 you3 ren2 fan3 qi2 dao4 er2 xing2 zhi1 ， dao4 shi4 you3 jiao4 suo1 fan4 zui4 de5 xian2 yi2 。
chinese003101,当 时 ， 他 身 着 白 底 黑 点 的 短 袖 ， 着 亮 黑 色 长 裤 、 黑 袜 、 黑 软 皮 鞋 。,dang1 shi2 ， ta1 shen1 zhuo2 bai2 di3 hei1 dian3 de5 duan3 xiu4 ， zhuo2 liang4 hei1 se4 chang2 ku4 、 hei1 wa4 、 hei1 ruan3 pi2 xie2 。
chinese003102,往 昔 ， 香 港 夜 空 星 光 璀 璨 ， 演 绎 东 方 不 夜 城 的 传 奇 。,wang3 xi1 ， xiang1 gang3 ye4 kong1 xing1 guang1 cui3 can4 ， yan3 yi4 dong1 fang1 bu2 ye4 cheng2 de5 chuan2 qi2 。
chinese003103,一 天 生 物 实 验 ， 大 家 观 察 自 己 的 唾 液 细 胞 ， 用 显 微 镜 看 并 记 录 下 来 。,yi4 tian1 sheng1 wu4 shi2 yan4 ， da4 jia1 guan1 cha2 zi4 ji3 de5 tuo4 ye4 xi4 bao1 ， yong4 xian3 wei1 jing4 kan4 bing4 ji4 lu4 xia4 lai2 。
chinese003104,高 金 素 梅 也 因 此 被 媒 体 封 为 “ 劈 腿 族 ” 的 成 功 样 板 。,gao1 jin1 su4 mei2 ye3 yin1 ci3 bei4 mei2 ti3 feng1 wei2 “ pi1 tui3 zu2 ” de5 cheng2 gong1 yang4 ban3 。
chinese003105,腿 脚 矫 正 差 不 多 了 ， 夏 竞 生 又 开 始 寻 思 着 让 儿 子 能 走 动 起 来 。,tui2 jiao2 jiao3 zheng4 cha4 bu5 duo1 le5 ， xia4 jing4 sheng1 you4 kai1 shi3 xun2 si5 zhe5 rang4 er2 zi5 neng2 zou3 dong4 qi3 lai2 。
chinese003106,黄 玉 玲 喊 哑 了 喉 咙 ， 绝 望 地 瘫 坐 在 地 上 。,huang2 yu4 ling2 han2 ya3 le5 hou2 long5 ， jue2 wang4 de5 tan1 zuo4 zai4 di4 shang5 。
chinese003107,将 一 枚 鸡 蛋 放 在 倒 立 的 玻 璃 杯 底 部 ， 也 没 有 颠 簸 让 其 跌 落 。,jiang1 yi4 mei2 ji1 dan4 fang4 zai4 dao4 li4 de5 bo1 li5 bei1 di3 bu4 ， ye3 mei2 you3 dian1 bo3 rang4 qi2 die1 luo4 。
chinese003108,她 打 开 了 一 层 一 间 门 脸 房 的 拉 门 ， 里 面 逼 仄 昏 黑 。,ta1 da3 kai1 le5 yi1 ceng2 yi4 jian1 men2 lian3 fang2 de5 la1 men2 ， li3 mian4 bi1 ze4 hun1 hei1 。
chinese003109,存 折 不 就 有 帐 号 么 。,cun2 zhe2 bu2 jiu4 you3 zhang4 hao4 me5 。
chinese003110,选 拔 其 他 艺 术 品 种 的 节 目 ， 也 需 要 把 眼 界 放 宽 些 。,xuan3 ba2 qi2 ta1 yi4 shu4 pin2 zhong3 de5 jie2 mu4 ， ye3 xu1 yao4 ba2 yan3 jie4 fang4 kuan1 xie1 。
chinese003111,那 齿 孔 衬 托 下 的 花 ， 美 的 不 得 了 。,na4 chi2 kong3 chen4 tuo1 xia4 de5 hua1 ， mei3 de5 bu4 de2 liao3 。
chinese003112,哦 ， 那 你 玩 吧 ， 不 打 扰 你 了 。,o4 ， na4 ni3 wan2 ba5 ， bu4 da2 rao2 ni3 le5 。
chinese003113,它 的 到 来 ， 使 全 民 压 抑 许 久 的 投 资 、 理 财 欲 望 喷 薄 而 发 ， 一 浪 高 过 一 浪 。,ta1 de5 dao4 lai2 ， shi3 quan2 min2 ya1 yi4 xu2 jiu3 de5 tou2 zi1 、 li3 cai2 yu4 wang4 pen1 bo2 er2 fa1 yi2 ， lang4 gao1 guo4 yi2 lang4 。
chinese003114,当 你 在 制 造 一 件 产 品 时 谈 论 爱 有 些 荒 谬 可 笑 。,dang1 ni3 zai4 zhi4 zao4 yi2 jian4 chan2 pin3 shi2 tan2 lun4 ai4 you2 xie1 huang1 miu4 ke3 xiao4 。
chinese003115,装 股 神 ， 喵 了 个 眯 滴 。,zhuang1 gu3 shen2 ， miao1 le5 ge5 mi1 di5 。
chinese003116,同 时 ， 喜 马 拉 雅 山 脉 南 坡 一 带 做 好 地 质 灾 害 预 防 。,tong2 shi2 ， xi2 ma3 la1 ya3 shan1 mai4 nan2 po1 yi2 dai4 zuo4 hao3 di4 zhi4 zai1 hai4 yu4 fang2 。
chinese003117,要 用 你 的 双 手 创 造 财 富 。,yao4 yong4 ni3 de5 shuang1 shou3 chuang4 zao4 cai2 fu4 。
chinese003118,视 窗 离 不 开 鼠 标 ， 所 以 微 软 也 生 产 鼠 标 ， 鼠 标 就 是 踹 门 的 那 只 脚 。,shi4 chuang1 li2 bu4 kai1 shu3 biao1 ， suo2 yi3 wei1 ruan3 ye3 sheng1 chan2 shu3 biao1 ， shu3 biao1 jiu4 shi4 chuai4 men2 de5 nei4 zhi1 jiao3 。
chinese003119,美 国 也 从 双 边 关 系 中 受 益 匪 浅 。,mei3 guo2 ye3 cong2 shuang1 bian1 guan1 xi5 zhong1 shou4 yi4 fei2 qian3 。
chinese003120,沉 没 的 机 轮 是 查 亚 巴 鲁 号 。,chen2 mo4 de5 ji1 lun2 shi4 cha2 ya4 ba1 lu3 hao4 。
chinese003121,他 决 定 利 用 业 余 时 间 宣 传 脆 骨 病 ， 让 大 家 关 注 脆 弱 的 “ 瓷 娃 娃 ” 。,ta1 jue2 ding4 li4 yong4 ye4 yu2 shi2 jian1 xuan1 chuan2 cui4 gu3 bing4 ， rang4 da4 jia1 guan1 zhu4 cui4 ruo4 de5 “ ci2 wa2 wa5 ” 。
chinese003122,但 受 宠 于 “ 年 轻 人 ” ， 她 称 一 瘸 一 拐 也 要 到 西 宁 领 这 个 奖 。,dan4 shou4 chong3 yu2 “ nian2 qing1 ren2 ” ta1 cheng1 ， yi4 que2 yi4 guai3 ye3 yao4 dao4 xi1 ning2 ling3 zhe4 ge5 jiang3 。
chinese003123,突 然 ， 车 前 部 靠 驾 驶 座 位 置 “ 哐 啷 ” 一 声 砸 进 一 块 巨 石 。,tu1 ran2 ， che1 qian2 bu4 kao4 jia4 shi3 zuo4 wei4 zhi5 “ kuang1 lang1 ” yi4 sheng1 za2 jin4 yi2 kuai4 ju4 shi2 。
chinese003124,这 已 不 是 蔡 某 首 次 伸 出 肮 脏 之 手 。,zhe4 yi3 bu2 shi4 cai4 mou2 shou3 ci4 shen1 chu1 ang1 zang1 zhi1 shou3 。
chinese003125,与 永 久 自 行 车 、 上 海 手 表 同 列 三 大 上 海 老 品 牌 。,yu3 yong2 jiu3 zi4 xing2 che1 、 shang4 hai3 shou2 biao3 tong2 lie4 san1 da4 shang4 hai3 lao2 pin3 pai2 。
chinese003126,有 关 澳 门 过 渡 期 的 工 作 ， 近 日 已 由 上 海 远 东 出 版 社 出 版 。,you3 guan1 ao4 men2 guo4 du4 qi1 de5 gong1 zuo4 ， jin4 ri4 yi3 you2 shang4 hai2 yuan3 dong1 chu1 ban3 she4 chu1 ban3 。
chinese003127,被 剐 蹭 的 飞 机 则 需 停 场 检 修 。,bei4 gua3 ceng4 de5 fei1 ji1 ze2 xu1 ting2 chang2 jian3 xiu1 。
chinese003128,葫 芦 岛 小 伙 田 野 。,hu2 lu5 dao3 xiao2 huo3 tian2 ye3 。
chinese003129,使 用 坐 果 灵 的 西 瓜 果 脐 较 大 。,shi3 yong4 zuo4 guo3 ling2 de5 xi1 gua1 guo3 qi2 jiao4 da4 。
chinese003130,男 子 个 人 越 野 赛 的 桂 冠 则 被 甘 肃 选 手 王 帧 抢 得 。,nan2 zi3 ge4 ren2 yue4 ye3 sai4 de5 gui4 guan4 ze2 bei4 gan1 su4 xuan2 shou3 wang2 zhen1 qiang3 de2 。
chinese003131,小 女 儿 也 大 声 咒 骂 ， 表 示 要 为 父 母 讨 回 公 道 。,xiao2 nv3 er2 ye3 da4 sheng1 zhou4 ma4 ， biao3 shi4 yao4 wei4 fu4 mu2 tao3 hui2 gong1 dao4 。
chinese003132,我 们 准 备 扫 走 这 件 垃 圾 。,wo3 men5 zhun3 bei4 sao2 zou3 zhe4 jian4 la1 ji1 。
chinese003133,一 会 会 有 彩 虹 的 吧 。,yi2 hui4 hui4 you2 cai3 hong2 de5 ba5 。
chinese003134,在 掺 混 过 程 中 工 人 发 现 部 分 “ 荔 华 ” 牌 乳 粉 有 结 块 、 出 虫 现 象 。,zai4 chan1 hun4 guo4 cheng2 zhong1 gong1 ren2 fa1 xian4 bu4 fen5 “ li4 hua2 ” pai2 ru2 fen3 you3 jie2 kuai4 、 chu1 chong2 xian4 xiang4 。
chinese003135,伊 朗 与 叙 利 亚 两 国 关 系 密 切 。,yi1 lang2 yu3 xu4 li4 ya4 liang3 guo2 guan1 xi5 mi4 qie4 。
chinese003136,大 爷 小 明 腼 腆 的 说 ： 我 是 无 所 谓 ， 能 不 能 给 你 大 妈 小 花 留 条 裤 衩 ？,da4 ye5 xiao3 ming2 mian2 tian3 de5 shuo1 ： wo3 shi4 wu2 suo3 wei4 neng2 ， bu4 neng2 gei2 ni3 da4 ma1 xiao3 hua1 liu2 tiao2 ku4 cha3 ？
chinese003137,社 论 说 ， 对 税 收 的 亮 丽 预 期 ， 所 得 税 收 的 成 长 居 功 厥 伟 。,she4 lun4 shuo1 ， dui4 shui4 shou1 de5 liang4 li4 yu4 qi1 ， suo3 de2 shui4 shou1 de5 cheng2 zhang3 ju1 gong1 jue2 wei3 。
chinese003138,百 老 汇 大 街 幺 三 五 六 号 也 被 命 名 为 海 尔 大 厦 。,bai2 lao3 hui4 da4 jie1 yao1 san1 wu3 liu4 hao4 ye3 bei4 ming4 ming2 wei2 hai2 er3 da4 sha4 。
chinese003139,在 逛 橘 滋 时 ， 侯 佩 岑 对 童 装 爱 不 释 手 ， 连 说 “ 好 可 爱 哦 ” 。,zai4 guang4 ju2 zi1 shi2 ， hou2 pei4 cen2 dui4 tong2 zhuang1 ai4 bu5 shi4 shou3 ， lian2 shuo1 “ hao2 ke3 ai4 o5 ” 。
chinese003140,截 止 一 月 二 十 五 日 ， 接 入 电 话 一 万 六 千 余 个 。,jie2 zhi3 yi1 yue4 er4 shi2 wu3 ri4 ， jie1 ru4 dian4 hua4 yi2 wan4 liu4 qian1 yu2 ge4 。
chinese003141,暂 停 结 束 时 ， 女 教 头 又 与 队 员 们 击 掌 呐 喊 以 鼓 舞 士 气 。,zan4 ting2 jie2 shu4 shi2 ， nv3 jiao4 tou2 you4 yu3 dui4 yuan2 men5 ji1 zhang3 na4 han3 yi3 gu2 wu3 shi4 qi4 。
chinese003142,断 不 准 官 吏 胥 役 藉 词 禁 令 扰 累 名 间 。,duan4 bu4 zhun3 guan1 li4 xu1 yi4 ji2 ci2 jin4 ling4 rao3 lei4 ming2 jian1 。
chinese003143,不 过 ， 再 怎 么 样 也 无 法 比 拟 我 们 鬼 鬼 美 丽 的 容 颜 。,bu2 guo4 ， zai4 zen3 me5 yang4 ye3 wu2 fa3 bi2 ni2 wo3 men5 gui2 gui2 mei3 li4 de5 rong2 yan2 。
chinese003144,晚 上 失 眠 我 也 会 看 电 视 消 遣 哦 。,wan3 shang4 shi1 mian2 wo2 ye3 hui4 kan4 dian4 shi4 xiao1 qian3 o5 。
chinese003145,张 将 军 尤 为 关 心 祖 国 统 一 的 问 题 。,zhang1 jiang1 jun1 you2 wei2 guan1 xin1 zu3 guo2 tong3 yi1 de5 wen4 ti5 。
chinese003146,我 想 说 我 也 这 样 认 为 的 。,wo2 xiang3 shuo1 wo2 ye3 zhe4 yang4 ren4 wei2 de5 。
chinese003147,休 闲 时 间 还 哼 哼 呀 呀 唱 歌 什 么 的 。,xiu1 xian2 shi2 jian1 hai2 heng1 heng1 ya1 ya1 chang4 ge1 shen2 me5 de5 。
chinese003148,尽 管 提 意 见 ， 我 会 改 正 哒 。,jin2 guan3 ti2 yi4 jian4 ， wo3 hui4 gai3 zheng4 da5 。
chinese003149,一 把 辛 酸 泪 ， 满 屏 荒 唐 句 。,yi4 ba3 xin1 suan1 lei4 ， man3 ping2 huang1 tang2 ju4 。
chinese003150,正 是 因 为 陆 春 龙 天 性 好 动 的 性 格 ， 才 一 下 子 被 伯 乐 相 中 。,zheng4 shi4 yin1 wei4 lu4 chun1 long2 tian1 xing4 hao4 dong4 de5 xing4 ge2 ， cai2 yi2 xia4 zi5 bei4 bo2 le4 xiang1 zhong4 。
chinese003151,三 是 加 强 政 策 支 持 ， 努 力 促 进 捕 捞 渔 民 转 产 转 业 。,san1 shi4 jia1 qiang2 zheng4 ce4 zhi1 chi2 ， nu3 li4 cu4 jin4 bu3 lao1 yu2 min2 zhuan2 chan2 zhuan3 ye4 。
chinese003152,楼 市 调 控 要 防 止 “ 按 下 葫 芦 起 来 瓢 ” 。,lou2 shi4 tiao2 kong4 yao4 fang2 zhi3 “ an4 xia4 hu2 lu5 qi3 lai2 piao2 ” 。
chinese003153,锄 禾 日 当 午 ， 地 雷 埋 下 土 。,chu2 he2 ri4 dang1 wu3 ， di4 lei2 mai2 xia4 tu3 。
chinese003154,自 己 身 体 要 紧 哦 。,zi4 ji3 shen1 ti3 yao4 jin3 o5 。
chinese003155,考 古 发 现 “ 疑 似 烧 土 ” 。,kao2 gu3 fa1 xian4 “ yi2 si4 shao1 tu3 ” 。
chinese003156,亚 瑟 小 子 遭 歌 迷 飞 踹 面 部 。,ya4 se4 xiao3 zi5 zao1 ge1 mi2 fei1 chuai4 mian4 bu4 。
chinese003157,买 土 豆 还 不 如 买 迅 雷 去 。,mai2 tu3 dou4 hai2 bu4 ru2 mai3 xun4 lei2 qu4 。
chinese003158,至 于 说 手 抖 不 抖 ， 这 与 拍 摄 者 是 否 专 业 有 关 。,zhi4 yu2 shuo1 shou2 dou3 bu4 dou3 ， zhe4 yu3 pai1 she4 zhe3 shi4 fou3 zhuan1 ye4 you3 guan1 。
chinese003159,国 外 也 有 爱 奢 侈 品 的 官 员 ， 命 运 大 多 凋 零 。,guo2 wai4 ye2 you3 ai4 she1 chi2 pin3 de5 guan1 yuan2 ， ming4 yun4 da4 duo1 diao1 ling2 。
chinese003160,吴 雨 霏 笑 言 希 望 找 到 真 命 天 子 ， 但 却 会 保 密 恋 情 。,wu2 yu3 fei1 xiao4 yan2 xi1 wang4 zhao3 dao4 zhen1 ming4 tian1 zi3 ， dan4 que4 hui4 bao3 mi4 lian4 qing2 。
chinese003161,刘 嫄 用 棉 签 给 父 亲 清 洁 牙 齿 时 ， 做 出 张 口 的 示 范 。,liu2 yuan2 yong4 mian2 qian1 gei3 fu4 qin1 qing1 jie2 ya2 chi3 shi2 ， zuo4 chu1 zhang1 kou3 de5 shi4 fan4 。
chinese003162,我 对 广 场 舞 没 兴 趣 。,wo3 dui4 guang2 chang2 wu3 mei2 xing4 qu4 。
chinese003163,高 温 让 泳 池 成 了 市 民 为 数 不 多 可 以 撒 欢 儿 的 地 方 。,gao1 wen1 rang4 yong3 chi2 cheng2 le5 shi4 min2 wei2 shu4 bu4 duo1 ke2 yi3 sa1 huanr1 de5 di4 fang5 。
chinese003164,戛 纳 峰 会 应 作 出 三 方 面 努 力 。,ga1 na4 feng1 hui4 ying1 zuo4 chu1 san1 fang1 mian4 nu3 li4 。
chinese003165,大 学 时 专 修 戏 剧 和 艺 术 ， 打 算 从 事 电 影 业 。,da4 xue2 shi2 zhuan1 xiu1 xi4 ju4 he2 yi4 shu4 ， da3 suan4 cong2 shi4 dian4 ying3 ye4 。
chinese003166,如 有 断 月 ， 补 缴 后 有 效 。,ru2 you3 duan4 yue4 ， bu2 jiao3 hou4 you3 xiao4 。
chinese003167,王 一 楠 化 身 巧 手 主 妇 。,wang2 yi1 nan2 hua4 shen1 qiao2 shou2 zhu3 fu4 。
chinese003168,家 家 有 本 难 念 的 经 啊 ！,jia1 jia1 you2 ben3 nan2 nian4 de5 jing1 a5 ！
chinese003169,我 的 乖 乖 要 听 党 的 话 。,wo3 de5 guai1 guai1 yao4 ting1 dang3 de5 hua4 。
chinese003170,根 据 相 关 法 律 法 规 ， 宣 告 原 审 上 诉 人 区 润 华 无 罪 。,gen1 ju4 xiang1 guan1 fa3 lv4 fa3 gui1 ， xuan1 gao4 yuan2 shen3 shang4 su4 ren2 qu1 run4 hua2 wu2 zui4 。
chinese003171,本 人 孕 妇 一 枚 … 割 割 割 … 昨 晚 失 眠 ， 让 二 货 老 公 给 肚 里 的 宝 宝 讲 个 故 事 。,ben3 ren2 yun4 fu4 yi4 mei2 ge1 ge1 ge1 zuo2 wan3 shi1 mian2 rang4 er4 ， huo4 lao3 gong1 gei3 du4 li3 de5 bao3 bao5 jiang3 ge5 gu4 shi5 。
chinese003172,现 烧 饼 店 关 门 ， 也 让 他 很 郁 闷 。,xian4 shao1 bing3 dian4 guan1 men2 ， ye3 rang4 ta1 hen3 yu4 men4 。
chinese003173,想 想 也 没 关 系 ， 是 金 子 迟 早 会 花 光 的 ！,xiang2 xiang2 ye3 mei2 guan1 xi5 ， shi4 jin1 zi5 chi2 zao3 hui4 hua1 guang1 de5 ！
chinese003174,王 先 生 曾 多 次 到 港 旅 游 。,wang2 xian1 sheng5 ceng2 duo1 ci4 dao4 gang2 lv3 you2 。
chinese003175,爸 爸 打 我 ， 用 木 扫 把 打 我 。,ba4 ba5 da2 wo3 ， yong4 mu4 sao4 ba5 da2 wo3 。
chinese003176,搭 讪 有 技 巧 ， 恋 爱 更 有 学 问 。,da1 shan4 you3 ji4 qiao3 ， lian4 ai4 geng4 you3 xue2 wen4 。
chinese003177,林 莉 也 以 高 贵 打 扮 出 席 活 动 。,lin2 li4 ye2 yi3 gao1 gui4 da3 ban4 chu1 xi2 huo2 dong4 。
chinese003178,杜 姓 养 母 追 问 “ 是 不 是 王 祖 贤 ” ， 没 想 到 傅 瑞 娇 爽 快 地 说 “ 对 ” 。,du4 xing4 yang2 mu3 zhui1 wen4 “ shi4 bu5 shi4 wang2 zu3 xian2 ” mei2 xiang3 ， dao4 fu4 rui4 jiao1 shuang3 kuai4 de5 shuo1 dui4 “ ” 。
chinese003179,答 ： 小 菜 ， 俺 爹 就 是 被 我 打 残 的 。,da2 ： xiao3 cai4 an3 ， die1 jiu4 shi4 bei4 wo2 da3 can2 de5 。
chinese003180,陈 强 调 恢 复 扁 党 员 身 份 有 助 “ 平 反 ” ， 但 实 质 意 义 不 大 。,chen2 qiang2 diao4 hui1 fu4 bian2 dang3 yuan2 shen1 fen4 you3 zhu4 “ ping2 fan3 ” dan4 shi2 ， zhi4 yi4 yi4 bu2 da4 。
chinese003181,台 大 法 律 系 学 士 ， 辅 大 法 研 所 硕 士 。,tai2 da4 fa3 lv4 xi4 xue2 shi4 ， fu3 da4 fa3 yan2 suo3 shuo4 shi4 。
chinese003182,有 一 种 图 片 ， 叫 眼 不 见 为 净 。,you3 yi4 zhong3 tu2 pian4 ， jiao4 yan3 bu2 jian4 wei2 jing4 。
chinese003183,记 者 致 电 宁 波 沁 园 公 司 。,ji4 zhe3 zhi4 dian4 ning2 bo1 qin4 yuan2 gong1 si1 。
chinese003184,祖 儿 不 抗 拒 与 歌 迷 拍 拖 ， 始 终 感 情 是 讲 缘 分 的 。,zu3 er2 bu2 kang4 ju4 yu3 ge1 mi2 pai1 tuo1 ， shi3 zhong1 gan3 qing2 shi4 jiang3 yuan2 fen4 de5 。
chinese003185,轮 胎 马 上 漏 气 、 瘪 了 下 去 。,lun2 tai1 ma3 shang4 lou4 qi4 、 bie3 le5 xia4 qu4 。
chinese003186,目 前 还 未 有 伤 亡 及 损 毁 报 告 。,mu4 qian2 hai2 wei4 you3 shang1 wang2 ji2 sun2 hui3 bao4 gao4 。
chinese003187,他 啃 着 手 上 的 嫩 竹 ， 时 不 时 扭 头 瞅 瞅 欢 送 的 队 伍 。,ta1 ken3 zhe5 shou3 shang4 de5 nen4 zhu2 ， shi2 bu4 shi2 niu3 tou2 chou2 chou3 huan1 song4 de5 dui4 wu5 。
chinese003188,实 现 由 农 业 大 省 向 农 业 强 省 的 转 变 ？,shi2 xian4 you2 nong2 ye4 da4 sheng3 xiang4 nong2 ye4 qiang2 sheng3 de5 zhuan3 bian4 ？
chinese003189,以 前 三 千 米 跑 只 要 十 二 分 钟 ， 现 在 爬 三 层 楼 都 喘 气 。,yi3 qian2 san1 qian1 mi2 pao3 zhi3 yao4 shi2 er4 fen1 zhong1 ， xian4 zai4 pa2 san1 ceng2 lou2 dou1 chuan3 qi4 。
chinese003190,王 平 朗 说 ， “ 三 万 ” 活 动 让 他 萌 生 了 撰 写 “ 爱 民 十 戒 书 ” 的 想 法 。,wang2 ping2 lang3 shuo1 ， “ san1 wan4 ” huo2 dong4 rang4 ta1 meng2 sheng1 le5 zhuan4 xie3 ai4 “ min2 shi2 jie4 shu1 ” de5 xiang2 fa3 。
chinese003191,会 议 向 刘 慧 晏 、 卯 稳 国 、 何 金 平 、 史 政 颁 发 了 任 命 书 。,hui4 yi4 xiang4 liu2 hui4 yan4 、 mao2 wen3 guo2 、 he2 jin1 ping2 、 shi3 zheng4 ban1 fa1 le5 ren4 ming4 shu1 。
chinese003192,闯 下 大 祸 后 ， 侯 建 勇 逃 到 广 东 投 奔 亲 人 。,chuang3 xia4 da4 huo4 hou4 ， hou2 jian4 yong3 tao2 dao4 guang3 dong1 tou2 ben4 qin1 ren2 。
chinese003193,高 中 学 历 的 杨 小 妹 个 儿 不 高 ， 身 体 偏 瘦 ， 来 自 酉 阳 。,gao1 zhong1 xue2 li4 de5 yang2 xiao3 mei4 ger4 bu5 gao1 shen1 ， ti3 pian1 shou4 lai2 ， zi4 you3 yang2 。
chinese003194,示 威 所 在 的 广 场 内 人 满 为 患 。,shi4 wei1 suo3 zai4 de5 guang2 chang3 nei4 ren2 man3 wei2 huan4 。
chinese003195,经 调 查 ， 此 男 子 叫 胡 孬 ， 汝 州 市 人 ， 无 业 。,jing1 diao4 cha2 ， ci3 nan2 zi3 jiao4 hu2 nao1 ， ru3 zhou1 shi4 ren2 ， wu2 ye4 。
chinese003196,今 天 晚 上 造 雪 机 会 开 一 宿 。,jin1 tian1 wan3 shang4 zao4 xue3 ji1 hui4 kai1 yi4 xiu3 。
chinese003197,你 尝 尝 地 沟 油 ， 尝 尝 毒 海 带 ， 再 尝 尝 塑 化 茅 台 笑 逐 颜 开 。,ni3 chang2 chang5 di4 gou1 you2 ， chang2 chang5 du2 hai3 dai4 ， zai4 chang2 chang5 su4 hua4 mao2 tai2 xiao4 zhu2 yan2 kai1 。
